property_name,display_name,is_network,parent_network,segments,report_month,month_label,year,month_num,quarter,quarter_label,financial_year,unique_users,prev_month_uu,prev_quarter_uu,prev_year_uu,mom_pct,mom_abs,qoq_pct,qoq_abs,yoy_pct,yoy_abs,rank_in_segment,data_source
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2021-06-01,Jun'21,2021,6,2,2021-Q2,FY2021-2022,57.94,69.268819,,,-16.35,-11.329,,,,,11,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2021-07-01,Jul'21,2021,7,3,2021-Q3,FY2021-2022,60.62,57.94,52.300709,,4.63,2.68,15.91,8.319,,,12,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2021-08-01,Aug'21,2021,8,3,2021-Q3,FY2021-2022,45.33,60.62,69.268819,,-25.22,-15.29,-34.56,-23.939,,,14,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2021-09-01,Sep'21,2021,9,3,2021-Q3,FY2021-2022,51.8,45.33,57.94,,14.27,6.47,-10.6,-6.14,,,13,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2021-10-01,Oct'21,2021,10,4,2021-Q4,FY2021-2022,40.529,51.8,60.62,,-21.76,-11.271,-33.14,-20.091,,,17,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2021-11-01,Nov'21,2021,11,4,2021-Q4,FY2021-2022,34.258,40.529,45.33,,-15.47,-6.271,-24.43,-11.072,,,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2021-12-01,Dec'21,2021,12,4,2021-Q4,FY2021-2022,24.349,34.258,51.8,,-28.92,-9.909,-52.99,-27.451,,,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-01-01,Jan'22,2022,1,1,2022-Q1,FY2021-2022,27.67,24.349,40.529,,13.64,3.321,-31.73,-12.859,,,19,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-02-01,Feb'22,2022,2,1,2022-Q1,FY2021-2022,26.187,27.67,34.258,,-5.36,-1.483,-23.56,-8.071,,,19,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-03-01,Mar'22,2022,3,1,2022-Q1,FY2021-2022,22.982,26.187,24.349,,-12.24,-3.205,-5.61,-1.367,,,20,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-04-01,Apr'22,2022,4,2,2022-Q2,FY2022-2023,20.95,22.982,27.67,52.300709,-8.84,-2.032,-24.29,-6.72,-59.94,-31.351,19,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-05-01,May'22,2022,5,2,2022-Q2,FY2022-2023,24.68,20.95,26.187,69.268819,17.8,3.73,-5.75,-1.507,-64.37,-44.589,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-06-01,Jun'22,2022,6,2,2022-Q2,FY2022-2023,24.102,24.68,22.982,57.94,-2.34,-0.578,4.87,1.12,-58.4,-33.838,19,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-07-01,Jul'22,2022,7,3,2022-Q3,FY2022-2023,23.836,24.102,20.95,60.62,-1.1,-0.266,13.78,2.886,-60.68,-36.784,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-08-01,Aug'22,2022,8,3,2022-Q3,FY2022-2023,25.446,23.836,24.68,45.33,6.75,1.61,3.1,0.766,-43.86,-19.884,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-09-01,Sep'22,2022,9,3,2022-Q3,FY2022-2023,28.729,25.446,24.102,51.8,12.9,3.283,19.2,4.627,-44.54,-23.071,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-10-01,Oct'22,2022,10,4,2022-Q4,FY2022-2023,25.558,28.729,23.836,40.529,-11.04,-3.171,7.22,1.722,-36.94,-14.971,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-11-01,Nov'22,2022,11,4,2022-Q4,FY2022-2023,27.655,25.558,25.446,34.258,8.2,2.097,8.68,2.209,-19.27,-6.603,14,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2022-12-01,Dec'22,2022,12,4,2022-Q4,FY2022-2023,31.543,27.655,28.729,24.349,14.06,3.888,9.79,2.814,29.55,7.194,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-01-01,Jan'23,2023,1,1,2023-Q1,FY2022-2023,29.378,31.543,25.558,27.67,-6.86,-2.165,14.95,3.82,6.17,1.708,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-02-01,Feb'23,2023,2,1,2023-Q1,FY2022-2023,29.522,29.378,27.655,26.187,0.49,0.144,6.75,1.867,12.74,3.335,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-03-01,Mar'23,2023,3,1,2023-Q1,FY2022-2023,31.733,29.522,31.543,22.982,7.49,2.211,0.6,0.19,38.08,8.751,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-04-01,Apr'23,2023,4,2,2023-Q2,FY2023-2024,29.41,31.733,29.378,20.95,-7.32,-2.323,0.11,0.032,40.38,8.46,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-05-01,May'23,2023,5,2,2023-Q2,FY2023-2024,36.308,29.41,29.522,24.68,23.45,6.898,22.99,6.786,47.12,11.628,14,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-06-01,Jun'23,2023,6,2,2023-Q2,FY2023-2024,32.016,36.308,31.733,24.102,-11.82,-4.292,0.89,0.283,32.84,7.914,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-07-01,Jul'23,2023,7,3,2023-Q3,FY2023-2024,27.068,32.016,29.41,23.836,-15.45,-4.948,-7.96,-2.342,13.56,3.232,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-08-01,Aug'23,2023,8,3,2023-Q3,FY2023-2024,22.174,27.068,36.308,25.446,-18.08,-4.894,-38.93,-14.134,-12.86,-3.272,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-09-01,Sep'23,2023,9,3,2023-Q3,FY2023-2024,21.675,22.174,32.016,28.729,-2.25,-0.499,-32.3,-10.341,-24.55,-7.054,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-10-01,Oct'23,2023,10,4,2023-Q4,FY2023-2024,23.269,21.675,27.068,25.558,7.35,1.594,-14.04,-3.799,-8.96,-2.289,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-11-01,Nov'23,2023,11,4,2023-Q4,FY2023-2024,29.128,23.269,22.174,27.655,25.18,5.859,31.36,6.954,5.33,1.473,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2023-12-01,Dec'23,2023,12,4,2023-Q4,FY2023-2024,28.742,29.128,21.675,31.543,-1.33,-0.386,32.6,7.067,-8.88,-2.801,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-01-01,Jan'24,2024,1,1,2024-Q1,FY2023-2024,26.402,28.742,23.269,29.378,-8.14,-2.34,13.46,3.133,-10.13,-2.976,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-02-01,Feb'24,2024,2,1,2024-Q1,FY2023-2024,24.152,26.402,29.128,29.522,-8.52,-2.25,-17.08,-4.976,-18.19,-5.37,17,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-03-01,Mar'24,2024,3,1,2024-Q1,FY2023-2024,36.589,24.152,28.742,31.733,51.49,12.437,27.3,7.847,15.3,4.856,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,35.911,36.589,26.402,29.41,-1.85,-0.678,36.02,9.509,22.1,6.501,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-05-01,May'24,2024,5,2,2024-Q2,FY2024-2025,39.598,35.911,24.152,36.308,10.27,3.687,63.95,15.446,9.06,3.29,13,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-06-01,Jun'24,2024,6,2,2024-Q2,FY2024-2025,45.142,39.598,36.589,32.016,14.0,5.544,23.38,8.553,41.0,13.126,14,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-07-01,Jul'24,2024,7,3,2024-Q3,FY2024-2025,48.816,45.142,35.911,27.068,8.14,3.674,35.94,12.905,80.35,21.748,12,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,42.066,48.816,39.598,22.174,-13.83,-6.75,6.23,2.468,89.71,19.892,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,36.739,42.066,45.142,21.675,-12.66,-5.327,-18.61,-8.403,69.5,15.064,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,35.227,36.739,48.816,23.269,-4.12,-1.512,-27.84,-13.589,51.39,11.958,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,32.134,35.227,42.066,29.128,-8.78,-3.093,-23.61,-9.932,10.32,3.006,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,31.807,32.134,36.739,28.742,-1.02,-0.327,-13.42,-4.932,10.66,3.065,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,35.947,31.807,35.227,26.402,13.02,4.14,2.04,0.72,36.15,9.545,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,30.126,35.947,32.134,24.152,-16.19,-5.821,-6.25,-2.008,24.74,5.974,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,33.242,30.126,31.807,36.589,10.34,3.116,4.51,1.435,-9.15,-3.347,14,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-04-01,Apr'25,2025,4,2,2025-Q2,FY2025-2026,31.73,33.242,35.947,35.911,-4.55,-1.512,-11.73,-4.217,-11.64,-4.181,14,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,33.973,31.73,30.126,39.598,7.07,2.243,12.77,3.847,-14.21,-5.625,14,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,26.074,33.973,33.242,45.142,-23.25,-7.899,-21.56,-7.168,-42.24,-19.068,15,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,24.878,26.074,31.73,48.816,-4.59,-1.196,-21.59,-6.852,-49.04,-23.938,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,22.223,24.878,33.973,42.066,-10.67,-2.655,-34.59,-11.75,-47.17,-19.843,17,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,25.325,22.223,26.074,36.739,13.96,3.102,-2.87,-0.749,-31.07,-11.414,14,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,19.049,25.325,24.878,35.227,-24.78,-6.276,-23.43,-5.829,-45.93,-16.178,16,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,19.115,19.049,22.223,32.134,0.35,0.066,-13.99,-3.108,-40.51,-13.019,17,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,15.061,19.115,25.325,31.807,-21.21,-4.054,-40.53,-10.264,-52.65,-16.746,18,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,15.686,15.061,19.049,35.947,4.15,0.625,-17.65,-3.363,-56.36,-20.261,17,excel_current
IndiaTV Group Sites,IndiaTV Group Sites,True,,Network,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,17.79,15.686,19.115,30.126,13.41,2.104,-6.93,-1.325,-40.95,-12.336,17,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-01-01,Jan'24,2024,1,1,2024-Q1,FY2023-2024,17.83,,,,,,,,,,10,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-02-01,Feb'24,2024,2,1,2024-Q1,FY2023-2024,16.726,17.83,,,-6.19,-1.104,,,,,10,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-03-01,Mar'24,2024,3,1,2024-Q1,FY2023-2024,25.714,16.726,,,53.74,8.988,,,,,10,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,26.407,25.714,17.83,,2.7,0.693,48.1,8.577,,,10,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-05-01,May'24,2024,5,2,2024-Q2,FY2024-2025,30.06,26.407,16.726,,13.83,3.653,79.72,13.334,,,9,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-06-01,Jun'24,2024,6,2,2024-Q2,FY2024-2025,33.556,30.06,25.714,,11.63,3.496,30.5,7.842,,,9,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-07-01,Jul'24,2024,7,3,2024-Q3,FY2024-2025,33.922,33.556,26.407,,1.09,0.366,28.46,7.515,,,9,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,30.696,33.922,30.06,,-9.51,-3.226,2.12,0.636,,,10,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,28.746,30.696,33.556,,-6.35,-1.95,-14.33,-4.81,,,11,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-10-01,Oct'24,2024,10,4,2024-Q4,FY2024-2025,26.827,28.746,33.922,,-6.68,-1.919,-20.92,-7.095,,,12,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-11-01,Nov'24,2024,11,4,2024-Q4,FY2024-2025,23.858,26.827,30.696,,-11.07,-2.969,-22.28,-6.838,,,12,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2024-12-01,Dec'24,2024,12,4,2024-Q4,FY2024-2025,21.418,23.858,28.746,,-10.23,-2.44,-25.49,-7.328,,,12,excel_previous
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-01-01,Jan'25,2025,1,1,2025-Q1,FY2024-2025,22.673,21.418,26.827,17.83,5.86,1.255,-15.48,-4.154,27.16,4.843,12,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-02-01,Feb'25,2025,2,1,2025-Q1,FY2024-2025,20.379,22.673,23.858,16.726,-10.12,-2.294,-14.58,-3.479,21.84,3.653,12,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-03-01,Mar'25,2025,3,1,2025-Q1,FY2024-2025,23.16,20.379,21.418,25.714,13.65,2.781,8.13,1.742,-9.93,-2.554,12,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-04-01,Apr'25,2025,4,2,2025-Q2,FY2025-2026,22.02,23.16,22.673,26.407,-4.92,-1.14,-2.88,-0.653,-16.61,-4.387,12,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-05-01,May'25,2025,5,2,2025-Q2,FY2025-2026,23.787,22.02,20.379,30.06,8.02,1.767,16.72,3.408,-20.87,-6.273,12,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-06-01,Jun'25,2025,6,2,2025-Q2,FY2025-2026,19.152,23.787,23.16,33.556,-19.49,-4.635,-17.31,-4.008,-42.93,-14.404,12,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-07-01,Jul'25,2025,7,3,2025-Q3,FY2025-2026,19.434,19.152,22.02,33.922,1.47,0.282,-11.74,-2.586,-42.71,-14.488,10,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-08-01,Aug'25,2025,8,3,2025-Q3,FY2025-2026,17.216,19.434,23.787,30.696,-11.41,-2.218,-27.62,-6.571,-43.91,-13.48,10,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-09-01,Sep'25,2025,9,3,2025-Q3,FY2025-2026,17.099,17.216,19.152,28.746,-0.68,-0.117,-10.72,-2.053,-40.52,-11.647,10,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-10-01,Oct'25,2025,10,4,2025-Q4,FY2025-2026,13.676,17.099,19.434,26.827,-20.02,-3.423,-29.63,-5.758,-49.02,-13.151,11,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-11-01,Nov'25,2025,11,4,2025-Q4,FY2025-2026,12.874,13.676,17.216,23.858,-5.86,-0.802,-25.22,-4.342,-46.04,-10.984,11,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2025-12-01,Dec'25,2025,12,4,2025-Q4,FY2025-2026,11.734,12.874,17.099,21.418,-8.86,-1.14,-31.38,-5.365,-45.21,-9.684,11,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2026-01-01,Jan'26,2026,1,1,2026-Q1,FY2025-2026,11.473,11.734,13.676,22.673,-2.22,-0.261,-16.11,-2.203,-49.4,-11.2,12,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2026-02-01,Feb'26,2026,2,1,2026-Q1,FY2025-2026,11.46,11.473,12.874,20.379,-0.11,-0.013,-10.98,-1.414,-43.77,-8.919,8,excel_current
INDIATV.IN,INDIATV.IN,False,IndiaTV Group Sites,Hindi,2026-03-01,Mar'26,2026,3,1,2026-Q1,FY2025-2026,11.63,11.46,11.734,23.16,1.48,0.17,-0.89,-0.104,-49.78,-11.53,14,excel_current
INSHORTS,INSHORTS,True,,Network,2021-04-01,Apr'21,2021,4,2,2021-Q2,FY2021-2022,25.248992,,,,,,,,,,19,excel_current
INSHORTS,INSHORTS,True,,Network,2021-05-01,May'21,2021,5,2,2021-Q2,FY2021-2022,29.961362,25.248992,,,18.66,4.712,,,,,19,excel_current
INSHORTS,INSHORTS,True,,Network,2021-06-01,Jun'21,2021,6,2,2021-Q2,FY2021-2022,25.38,29.961362,,,-15.29,-4.581,,,,,19,excel_current
INSHORTS,INSHORTS,True,,Network,2021-07-01,Jul'21,2021,7,3,2021-Q3,FY2021-2022,26.18,25.38,25.248992,,3.15,0.8,3.69,0.931,,,19,excel_current
INSHORTS,INSHORTS,True,,Network,2021-08-01,Aug'21,2021,8,3,2021-Q3,FY2021-2022,28.74,26.18,29.961362,,9.78,2.56,-4.08,-1.221,,,19,excel_current
INSHORTS,INSHORTS,True,,Network,2021-09-01,Sep'21,2021,9,3,2021-Q3,FY2021-2022,24.4,28.74,25.38,,-15.1,-4.34,-3.86,-0.98,,,19,excel_current
INSHORTS,INSHORTS,True,,Network,2021-10-01,Oct'21,2021,10,4,2021-Q4,FY2021-2022,28.219,24.4,26.18,,15.65,3.819,7.79,2.039,,,19,excel_current
INSHORTS,INSHORTS,True,,Network,2021-11-01,Nov'21,2021,11,4,2021-Q4,FY2021-2022,17.293,28.219,28.74,,-38.72,-10.926,-39.83,-11.447,,,21,excel_current
INSHORTS,INSHORTS,True,,Network,2021-12-01,Dec'21,2021,12,4,2021-Q4,FY2021-2022,19.587,17.293,24.4,,13.27,2.294,-19.73,-4.813,,,19,excel_current
INSHORTS,INSHORTS,True,,Network,2022-01-01,Jan'22,2022,1,1,2022-Q1,FY2021-2022,23.316,19.587,28.219,,19.04,3.729,-17.37,-4.903,,,20,excel_current
INSHORTS,INSHORTS,True,,Network,2022-02-01,Feb'22,2022,2,1,2022-Q1,FY2021-2022,24.223,23.316,17.293,,3.89,0.907,40.07,6.93,,,20,excel_current
INSHORTS,INSHORTS,True,,Network,2022-03-01,Mar'22,2022,3,1,2022-Q1,FY2021-2022,30.681,24.223,19.587,,26.66,6.458,56.64,11.094,,,17,excel_current
INSHORTS,INSHORTS,True,,Network,2022-04-01,Apr'22,2022,4,2,2022-Q2,FY2022-2023,27.49,30.681,23.316,25.248992,-10.4,-3.191,17.9,4.174,8.88,2.241,17,excel_current
INSHORTS,INSHORTS,True,,Network,2022-05-01,May'22,2022,5,2,2022-Q2,FY2022-2023,27.05,27.49,24.223,29.961362,-1.6,-0.44,11.67,2.827,-9.72,-2.911,17,excel_current
INSHORTS,INSHORTS,True,,Network,2022-06-01,Jun'22,2022,6,2,2022-Q2,FY2022-2023,28.062,27.05,30.681,25.38,3.74,1.012,-8.54,-2.619,10.57,2.682,17,excel_current
INSHORTS,INSHORTS,True,,Network,2022-07-01,Jul'22,2022,7,3,2022-Q3,FY2022-2023,27.626,28.062,27.49,26.18,-1.55,-0.436,0.49,0.136,5.52,1.446,17,excel_current
INSHORTS,INSHORTS,True,,Network,2022-08-01,Aug'22,2022,8,3,2022-Q3,FY2022-2023,28.87,27.626,27.05,28.74,4.5,1.244,6.73,1.82,0.45,0.13,16,excel_current
INSHORTS,INSHORTS,True,,Network,2022-09-01,Sep'22,2022,9,3,2022-Q3,FY2022-2023,29.179,28.87,28.062,24.4,1.07,0.309,3.98,1.117,19.59,4.779,15,excel_current
INSHORTS,INSHORTS,True,,Network,2022-10-01,Oct'22,2022,10,4,2022-Q4,FY2022-2023,23.4,29.179,27.626,28.219,-19.81,-5.779,-15.3,-4.226,-17.08,-4.819,17,excel_current
INSHORTS,INSHORTS,True,,Network,2022-11-01,Nov'22,2022,11,4,2022-Q4,FY2022-2023,22.693,23.4,28.87,17.293,-3.02,-0.707,-21.4,-6.177,31.23,5.4,17,excel_current
INSHORTS,INSHORTS,True,,Network,2022-12-01,Dec'22,2022,12,4,2022-Q4,FY2022-2023,25.664,22.693,29.179,19.587,13.09,2.971,-12.05,-3.515,31.03,6.077,17,excel_current
INSHORTS,INSHORTS,True,,Network,2023-01-01,Jan'23,2023,1,1,2023-Q1,FY2022-2023,26.761,25.664,23.4,23.316,4.27,1.097,14.36,3.361,14.78,3.445,17,excel_current
INSHORTS,INSHORTS,True,,Network,2023-02-01,Feb'23,2023,2,1,2023-Q1,FY2022-2023,27.627,26.761,22.693,24.223,3.24,0.866,21.74,4.934,14.05,3.404,16,excel_current
INSHORTS,INSHORTS,True,,Network,2023-03-01,Mar'23,2023,3,1,2023-Q1,FY2022-2023,35.241,27.627,25.664,30.681,27.56,7.614,37.32,9.577,14.86,4.56,14,excel_current
INSHORTS,INSHORTS,True,,Network,2023-04-01,Apr'23,2023,4,2,2023-Q2,FY2023-2024,32.44,35.241,26.761,27.49,-7.95,-2.801,21.22,5.679,18.01,4.95,15,excel_current
INSHORTS,INSHORTS,True,,Network,2023-05-01,May'23,2023,5,2,2023-Q2,FY2023-2024,30.997,32.44,27.627,27.05,-4.45,-1.443,12.2,3.37,14.59,3.947,16,excel_current
INSHORTS,INSHORTS,True,,Network,2023-06-01,Jun'23,2023,6,2,2023-Q2,FY2023-2024,52.5,30.997,35.241,28.062,69.37,21.503,48.97,17.259,87.09,24.438,11,excel_current
INSHORTS,INSHORTS,True,,Network,2023-07-01,Jul'23,2023,7,3,2023-Q3,FY2023-2024,60.947,52.5,32.44,27.626,16.09,8.447,87.88,28.507,120.61,33.321,10,excel_current
INSHORTS,INSHORTS,True,,Network,2023-08-01,Aug'23,2023,8,3,2023-Q3,FY2023-2024,62.775,60.947,30.997,28.87,3.0,1.828,102.52,31.778,117.44,33.905,11,excel_current
INSHORTS,INSHORTS,True,,Network,2023-09-01,Sep'23,2023,9,3,2023-Q3,FY2023-2024,59.522,62.775,52.5,29.179,-5.18,-3.253,13.38,7.022,103.99,30.343,11,excel_current
INSHORTS,INSHORTS,True,,Network,2023-10-01,Oct'23,2023,10,4,2023-Q4,FY2023-2024,54.547,59.522,60.947,23.4,-8.36,-4.975,-10.5,-6.4,133.11,31.147,11,excel_current
INSHORTS,INSHORTS,True,,Network,2023-11-01,Nov'23,2023,11,4,2023-Q4,FY2023-2024,41.604,54.547,62.775,22.693,-23.73,-12.943,-33.73,-21.171,83.33,18.911,13,excel_current
INSHORTS,INSHORTS,True,,Network,2023-12-01,Dec'23,2023,12,4,2023-Q4,FY2023-2024,44.235,41.604,59.522,25.664,6.32,2.631,-25.68,-15.287,72.36,18.571,11,excel_current
INSHORTS,INSHORTS,True,,Network,2024-01-01,Jan'24,2024,1,1,2024-Q1,FY2023-2024,41.814,44.235,54.547,26.761,-5.47,-2.421,-23.34,-12.733,56.25,15.053,12,excel_current
INSHORTS,INSHORTS,True,,Network,2024-02-01,Feb'24,2024,2,1,2024-Q1,FY2023-2024,37.913,41.814,41.604,27.627,-9.33,-3.901,-8.87,-3.691,37.23,10.286,11,excel_current
INSHORTS,INSHORTS,True,,Network,2024-03-01,Mar'24,2024,3,1,2024-Q1,FY2023-2024,49.245,37.913,44.235,35.241,29.89,11.332,11.33,5.01,39.74,14.004,12,excel_current
INSHORTS,INSHORTS,True,,Network,2024-04-01,Apr'24,2024,4,2,2024-Q2,FY2024-2025,40.615,49.245,41.814,32.44,-17.52,-8.63,-2.87,-1.199,25.2,8.175,13,excel_current
INSHORTS,INSHORTS,True,,Network,2024-05-01,May'24,2024,5,2,2024-Q2,FY2024-2025,38.12,40.615,37.913,30.997,-6.14,-2.495,0.55,0.207,22.98,7.123,15,excel_current
INSHORTS,INSHORTS,True,,Network,2024-06-01,Jun'24,2024,6,2,2024-Q2,FY2024-2025,44.688,38.12,49.245,52.5,17.23,6.568,-9.25,-4.557,-14.88,-7.812,15,excel_current
INSHORTS,INSHORTS,True,,Network,2024-07-01,Jul'24,2024,7,3,2024-Q3,FY2024-2025,46.023,44.688,40.615,60.947,2.99,1.335,13.32,5.408,-24.49,-14.924,13,excel_current
INSHORTS,INSHORTS,True,,Network,2024-08-01,Aug'24,2024,8,3,2024-Q3,FY2024-2025,48.124,46.023,38.12,62.775,4.57,2.101,26.24,10.004,-23.34,-14.651,12,excel_current
INSHORTS,INSHORTS,True,,Network,2024-09-01,Sep'24,2024,9,3,2024-Q3,FY2024-2025,54.232,48.124,44.688,59.522,12.69,6.108,21.36,9.544,-8.89,-5.29,12,excel_current
